"FID_WDPA_O,N,10,0","WDPAID,N,19,15","WDPA_PID,C,52","PA_DEF,C,20",NAME,"ORIG_NAME,C,254","DESIG,C,254","DESIG_ENG,C,254","DESIG_TYPE,C,20","IUCN_CAT,C,20","STATUS,C,100","STATUS_YR,N,9,0","GOV_TYPE,C,254","FID_WWW_ed,N,10,0","OBJECTID,N,10,0","NAME_1,C,254","COUNTRY,C,254","TYPE,C,50","Region,C,55","CONTINENT,C,13",sq_km
2726,7438,7438,1,Rungwa River G.C.A.,Rungwa River G.C.A.,Game Reserve,Game Reserve,National,IV,Designated,1951,Federal or national ministry or agency,59,86,Ruaha-Katavi,Tanzania,,East Africa and West Indian Ocean,Africa,92
56969,301543,301543,1,Nyonga,Nyonga,Forest Reserve,Forest Reserve,National,Not Reported,Designated,1954,Federal or national ministry or agency,59,86,Ruaha-Katavi,Tanzania,,East Africa and West Indian Ocean,Africa,92
2726,7438,7438,1,Rungwa River G.C.A.,Rungwa River G.C.A.,Game Reserve,Game Reserve,National,IV,Designated,1951,Federal or national ministry or agency,59,86,Ruaha-Katavi,Tanzania,,East Africa and West Indian Ocean,Africa,2074
56978,301552,301552,1,Rukwa,Rukwa,Forest Reserve,Forest Reserve,National,Not Reported,Designated,1961,Federal or national ministry or agency,59,86,Ruaha-Katavi,Tanzania,,East Africa and West Indian Ocean,Africa,2074
2726,7438,7438,1,Rungwa River G.C.A.,Rungwa River G.C.A.,Game Reserve,Game Reserve,National,IV,Designated,1951,Federal or national ministry or agency,59,86,Ruaha-Katavi,Tanzania,,East Africa and West Indian Ocean,Africa,13
56992,301582,301582,1,Muipa,Muipa,Forest Reserve,Forest Reserve,National,Not Reported,Designated,1958,Federal or national ministry or agency,59,86,Ruaha-Katavi,Tanzania,,East Africa and West Indian Ocean,Africa,13
2726,7438,7438,1,Rungwa River G.C.A.,Rungwa River G.C.A.,Game Reserve,Game Reserve,National,IV,Designated,1951,Federal or national ministry or agency,59,86,Ruaha-Katavi,Tanzania,,East Africa and West Indian Ocean,Africa,3
56996,301589,301589,1,Lukwati,Lukwati,Forest Reserve,Forest Reserve,National,Not Reported,Designated,1958,Federal or national ministry or agency,59,86,Ruaha-Katavi,Tanzania,,East Africa and West Indian Ocean,Africa,3
2927,7883,7883,1,Kizigo G.R. (C),Kizigo G.R. (C),Game Reserve,Game Reserve,National,IV,Designated,1972,Federal or national ministry or agency,59,86,Ruaha-Katavi,Tanzania,,East Africa and West Indian Ocean,Africa,1
57680,303338,303338,1,Muhesi G.R (W),Muhesi G.R (W),Game Reserve,Game Reserve,National,Not Reported,Designated,0,Federal or national ministry or agency,59,86,Ruaha-Katavi,Tanzania,,East Africa and West Indian Ocean,Africa,1
6816,20299,20299,1,Cross River,Cross River,National Park,National Park,National,II,Designated,1991,Federal or national ministry or agency,32,34,Takamanda,Nigeria,WCS areas of work,Central Africa,Africa,2
10783,37010,37010,1,Cross River South,Cross River South,Forest Reserve,Forest Reserve,National,Not Reported,Designated,0,Sub-national ministry or agency,32,34,Takamanda,Nigeria,WCS areas of work,Central Africa,Africa,2
6816,20299,20299,1,Cross River,Cross River,National Park,National Park,National,II,Designated,1991,Federal or national ministry or agency,32,34,Takamanda,Nigeria,WCS areas of work,Central Africa,Africa,1396
10785,37013,37013,1,Oban Group,Oban Group,Forest Reserve,Forest Reserve,National,Not Reported,Designated,0,Sub-national ministry or agency,32,34,Takamanda,Nigeria,WCS areas of work,Central Africa,Africa,1396
8597,28839,28839,1,Petit Loango,Petit Loango,R_¨serve de Faune,Faunal Reserve,National,Not Reported,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
8601,28846,28846,1,Iguela,Iguela,Zone de Chasse,Hunting Area,National,IV,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
8597,28839,28839,1,Petit Loango,Petit Loango,R_¨serve de Faune,Faunal Reserve,National,Not Reported,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
13706,67932,67932,1,Petit Loango,Petit Loango,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1986,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
8597,28839,28839,1,Petit Loango,Petit Loango,R_¨serve de Faune,Faunal Reserve,National,Not Reported,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
57953,303874,303874,1,Loango,Loango,Parc National,National Park,National,Not Reported,Designated,2002,Federal or national ministry or agency,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
8598,28840,28840,1,Ouanga Plain,Ouanga Plain,R_¨serve de Faune,Faunal Reserve,National,Not Reported,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,58
13707,67933,67933,1,Sett_¨ Cama,Sett_¨ Cama,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1986,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,58
8598,28840,28840,1,Ouanga Plain,Ouanga Plain,R_¨serve de Faune,Faunal Reserve,National,Not Reported,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
57955,303877,303877,1,Moukalaba-Doudou,Moukalaba-Doudou,Parc National,National Park,National,Not Reported,Designated,2002,Federal or national ministry or agency,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
8599,28844,28844,1,Ngove-Ndogo,Ngove-Ndogo,Zone de Chasse,Hunting Area,National,IV,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
8600,28845,28845,1,Sette-Cama,Sette-Cama,Zone de Chasse,Hunting Area,National,Not Reported,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
8599,28844,28844,1,Ngove-Ndogo,Ngove-Ndogo,Zone de Chasse,Hunting Area,National,IV,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
8601,28846,28846,1,Iguela,Iguela,Zone de Chasse,Hunting Area,National,IV,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
8599,28844,28844,1,Ngove-Ndogo,Ngove-Ndogo,Zone de Chasse,Hunting Area,National,IV,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
13706,67932,67932,1,Petit Loango,Petit Loango,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1986,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
8599,28844,28844,1,Ngove-Ndogo,Ngove-Ndogo,Zone de Chasse,Hunting Area,National,IV,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,2
13707,67933,67933,1,Sett_¨ Cama,Sett_¨ Cama,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1986,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,2
8599,28844,28844,1,Ngove-Ndogo,Ngove-Ndogo,Zone de Chasse,Hunting Area,National,IV,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,58
40107,166788,166788,1,Monts Doudou,Monts Doudou,Zone de Gestion de la Faune,Wildlife Management Area,National,Not Reported,Designated,1998,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,58
8599,28844,28844,1,Ngove-Ndogo,Ngove-Ndogo,Zone de Chasse,Hunting Area,National,IV,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,1
57953,303874,303874,1,Loango,Loango,Parc National,National Park,National,Not Reported,Designated,2002,Federal or national ministry or agency,47,62,Gabon,Gabon,Policy,Central Africa,Africa,1
8599,28844,28844,1,Ngove-Ndogo,Ngove-Ndogo,Zone de Chasse,Hunting Area,National,IV,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,1
57955,303877,303877,1,Moukalaba-Doudou,Moukalaba-Doudou,Parc National,National Park,National,Not Reported,Designated,2002,Federal or national ministry or agency,47,62,Gabon,Gabon,Policy,Central Africa,Africa,1
8600,28845,28845,1,Sette-Cama,Sette-Cama,Zone de Chasse,Hunting Area,National,Not Reported,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,1485
13707,67933,67933,1,Sett_¨ Cama,Sett_¨ Cama,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1986,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,1485
8600,28845,28845,1,Sette-Cama,Sette-Cama,Zone de Chasse,Hunting Area,National,Not Reported,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,220
40107,166788,166788,1,Monts Doudou,Monts Doudou,Zone de Gestion de la Faune,Wildlife Management Area,National,Not Reported,Designated,1998,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,220
8600,28845,28845,1,Sette-Cama,Sette-Cama,Zone de Chasse,Hunting Area,National,Not Reported,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
57955,303877,303877,1,Moukalaba-Doudou,Moukalaba-Doudou,Parc National,National Park,National,Not Reported,Designated,2002,Federal or national ministry or agency,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
8601,28846,28846,1,Iguela,Iguela,Zone de Chasse,Hunting Area,National,IV,Designated,1966,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
57953,303874,303874,1,Loango,Loango,Parc National,National Park,National,Not Reported,Designated,2002,Federal or national ministry or agency,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
8602,28847,28847,1,Moukalaba,Moukalaba,R_¨serve de Chasse,Hunting Reserve,National,Not Reported,Designated,1962,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,25
8603,28848,28848,1,Moukalaba-Dougoua,Moukalaba-Dougoua,R_¨serve de Faune,Faunal Reserve,National,IV,Designated,1962,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,25
8602,28847,28847,1,Moukalaba,Moukalaba,R_¨serve de Chasse,Hunting Reserve,National,Not Reported,Designated,1962,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
57955,303877,303877,1,Moukalaba-Doudou,Moukalaba-Doudou,Parc National,National Park,National,Not Reported,Designated,2002,Federal or national ministry or agency,47,62,Gabon,Gabon,Policy,Central Africa,Africa,0
8603,28848,28848,1,Moukalaba-Dougoua,Moukalaba-Dougoua,R_¨serve de Faune,Faunal Reserve,National,IV,Designated,1962,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,1042
57955,303877,303877,1,Moukalaba-Doudou,Moukalaba-Doudou,Parc National,National Park,National,Not Reported,Designated,2002,Federal or national ministry or agency,47,62,Gabon,Gabon,Policy,Central Africa,Africa,1042
9293,31458,31458,1,Dzanga-Ndoki,Dzanga-Ndoki,Parc National,National Park,National,II,Designated,1990,Not Reported,21,23,Ndoki-Likouala,Congo,WCS areas of work,Central Africa,Africa,0
14205,72332,72332,1,Nouabal_¨-Ndoki,Nouabal_¨-Ndoki,Parc National,National Park,National,II,Designated,1993,Collaborative governance,21,23,Ndoki-Likouala,Congo,WCS areas of work,Central Africa,Africa,0
10698,36919,36919,1,Afi River,Afi River,Forest Reserve,Forest Reserve,National,Not Reported,Designated,0,Sub-national ministry or agency,31,33,Cross River,"Nigeria, Cameroon",WCS areas of work,Central Africa,Africa,0
81515,354002,354002,1,Mbe Mountains,Mbe Mountains,Community Forest,Community Forest,National,Not Reported,Designated,0,Local communities,31,33,Cross River,"Nigeria, Cameroon",WCS areas of work,Central Africa,Africa,0
10814,37043,37043,1,Okapis,Okapis,R_¨serve de Faune,Wildlife Reserve,National,II,Designated,1992,Not Reported,18,20,Ituri,DRC,WCS areas of work,Central Africa,Africa,13940
19725,124389,124389,1,Okapis Wildlife Reserve,R_¨serve de faune _‡ okapis,Site du Patrimoine Mondial (naturel ou mixte),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1996,Not Reported,18,20,Ituri,DRC,WCS areas of work,Central Africa,Africa,13940
13705,67931,67931,1,Wongha-Wongh_¨,Wongha-Wongh_¨,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1986,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,26
18898,109034,109034,1,Bas Ogooue,Bas Ogooue,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,2009,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,26
13706,67932,67932,1,Petit Loango,Petit Loango,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1986,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,897
57953,303874,303874,1,Loango,Loango,Parc National,National Park,National,Not Reported,Designated,2002,Federal or national ministry or agency,47,62,Gabon,Gabon,Policy,Central Africa,Africa,897
13707,67933,67933,1,Sett_¨ Cama,Sett_¨ Cama,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1986,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,193
57955,303877,303877,1,Moukalaba-Doudou,Moukalaba-Doudou,Parc National,National Park,National,Not Reported,Designated,2002,Federal or national ministry or agency,47,62,Gabon,Gabon,Policy,Central Africa,Africa,193
14205,72332,72332,1,Nouabal_¨-Ndoki,Nouabal_¨-Ndoki,Parc National,National Park,National,II,Designated,1993,Collaborative governance,21,23,Ndoki-Likouala,Congo,WCS areas of work,Central Africa,Africa,1
18885,109019,109019,1,Grands affluents,Grands affluents,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,2007,Not Reported,21,23,Ndoki-Likouala,Congo,WCS areas of work,Central Africa,Africa,1
18884,109018,109018,1,Conkouati-Douli,Conkouati-Douli,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,2007,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,483
63408,313401,313401,1,Conkouati-Douli,Conkouati-Douli,Parc National,National Park,National,II,Designated,1999,Federal or national ministry or agency,47,62,Gabon,Gabon,Policy,Central Africa,Africa,483
18885,109019,109019,1,Grands affluents,Grands affluents,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,2007,Not Reported,21,23,Ndoki-Likouala,Congo,WCS areas of work,Central Africa,Africa,9
40089,166739,166739,1,Lac T_¨l_¨/Likouala-aux-Herbes,Lac T_¨l_¨/Likouala-aux-Herbes,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1998,Not Reported,21,23,Ndoki-Likouala,Congo,WCS areas of work,Central Africa,Africa,9
18885,109019,109019,1,Grands affluents,Grands affluents,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,2007,Not Reported,21,23,Ndoki-Likouala,Congo,WCS areas of work,Central Africa,Africa,0
63442,313494,313494,1,Lac T_¨l_¨,Lac T_¨l_¨,R_¨serve Communautaire,Community Reserve,National,VI,Designated,2001,Federal or national ministry or agency,21,23,Ndoki-Likouala,Congo,WCS areas of work,Central Africa,Africa,0
18885,109019,109019,1,Grands affluents,Grands affluents,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,2007,Not Reported,21,23,Ndoki-Likouala,Congo,WCS areas of work,Central Africa,Africa,0
81522,354010,354010,1,Ntokou-Pikounda,Ntokou-Pikounda,Parc National,National Park,National,Not Reported,Designated,2013,Not Reported,21,23,Ndoki-Likouala,Congo,WCS areas of work,Central Africa,Africa,0
18899,109035,109035,1,Chutes et Rapides sur Ivindo,Chutes et Rapides sur Ivindo,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,2009,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,397
57952,303873,303873,1,Ivindo,Ivindo,Parc National,National Park,National,Not Reported,Designated,2002,Federal or national ministry or agency,47,62,Gabon,Gabon,Policy,Central Africa,Africa,397
40089,166739,166739,1,Lac T_¨l_¨/Likouala-aux-Herbes,Lac T_¨l_¨/Likouala-aux-Herbes,"Site Ramsar, Zone Humide dï‚…Importance Internationale","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1998,Not Reported,21,23,Ndoki-Likouala,Congo,WCS areas of work,Central Africa,Africa,4485
63442,313494,313494,1,Lac T_¨l_¨,Lac T_¨l_¨,R_¨serve Communautaire,Community Reserve,National,VI,Designated,2001,Federal or national ministry or agency,21,23,Ndoki-Likouala,Congo,WCS areas of work,Central Africa,Africa,4485
40107,166788,166788,1,Monts Doudou,Monts Doudou,Zone de Gestion de la Faune,Wildlife Management Area,National,Not Reported,Designated,1998,Not Reported,47,62,Gabon,Gabon,Policy,Central Africa,Africa,2332
57955,303877,303877,1,Moukalaba-Doudou,Moukalaba-Doudou,Parc National,National Park,National,Not Reported,Designated,2002,Federal or national ministry or agency,47,62,Gabon,Gabon,Policy,Central Africa,Africa,2332
56471,220068,220068,1,Malagarasi-Muyovozi Wetlands,Malagarasi-Muyovozi Wetlands,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,2000,Not Reported,59,86,Ruaha-Katavi,Tanzania,,East Africa and West Indian Ocean,Africa,965
