FID_Global,OBJECTID,SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,ADDEDBY,ADDEDDATE,CHANGEBY,CHANGEDATE,TRIGGERS,FID_strong,OBJECTID_1,SCAPENAME,PROGRAM,COUNTRY_1,Name,Reason,sq_km
14127,0,22433,Africa,Madagascar,MDG,NAP Corridor Ambositra-Vondrozo (COFAV) (part of),NAP Corridor Ambositra-Vondrozo (COFAV) (part of),,-21.9727554225,47.2499400877,,confirmed,confirmed,161161,whole,1,"Kennerley, R. 2016. Eliurus penicillatus. The IUCN Red List of Threatened Species 2016: e.T7624A22238746. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T7624A22238746.en. Downloaded on 27 December 2016.",Based on existing KBA,3. draft polygon,AZE (2018),,03/17/16,,11/21/18,"CR/EN, VU",41,65,Madagascar Rainforest,,Madagascar,Madagascar," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",44
14128,0,22508,Africa,Madagascar,MDG,NAP Corridor Ankeniheny-Zahamena (CAZ),Ankeniheny Zahamena Corridor NPA (CAZ),,-18.2860589585,48.6536835147,,confirmed,confirmed,416761,most,5," Jenkins, R.K.B., Andreone, F., Andriamazava, A., Anjeriniaina, M., Glaw, F., Rabibisoa, N., Rakotomalala, D., Randrianantoandro, J.C., Randrianiriana, J., Randrianizahana , H., Ratsoavina, F. & Robsomanitrandrasana, E. 2011. Calumma furcifer. The IUCN *",Based on existing KBA boundaries,3. draft polygon,AZE (2018),,03/17/16,,11/21/18,"CR/EN, VU",41,65,Madagascar Rainforest,,Madagascar,Madagascar," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",155
14129,0,22499,Africa,Madagascar,MDG,NAP Corridor Tsaratanana-Marojejy (COMATSA),Tsaratanana-Marojejy Corridor NPA (COMATSA),,-14.0974184314,49.2134282239,,confirmed,confirmed,210203,little/none,0,IUCN SSC Amphibian Specialist Group. 2016. Cophyla olgae. The IUCN Red List of Threatened Species 2016: e.T49570575A49570579. http://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T49570575A49570579.en. Downloaded on 24 February 2017.,Based on existing KBA boundaries,3. draft polygon,AZE (2018),,03/17/16,,11/21/18,"CR/EN, VU",41,65,Madagascar Rainforest,,Madagascar,Madagascar," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",6
14198,0,6600,Africa,Madagascar,MDG,Parc National de Ranomafana et extension,Ranomafana National Park and extension,MG079,-21.1649279043,47.4475578859,confirmed,confirmed,confirmed,57494,whole,2,IUCN SSC Amphibian Specialist Group. 2015. Anodonthyla emilei. The IUCN Red List of Threatened Species 2015: e.T190941A1961657. http://dx.doi.org/10.2305/IUCN.UK.2015-4.RLTS.T190941A1961657.en. Downloaded on 23 February 2017.; IUCN SSC Amphibian Special*,No change from existing AZE,3. draft polygon,AZE (2018),,03/17/16,,,"CR/EN, VU, endemic, other",41,65,Madagascar Rainforest,,Madagascar,Madagascar," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",150
14235,0,6539,Africa,Madagascar,MDG,Parc National Marin Sahamalaza - Iles Radama,Sahamalaza - Radama Islands National Marine Park,MG018,-14.1837071788,47.9718111858,confirmed,confirmed,confirmed,64477,some,1,"Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Rakotoarisoa, G., Rakotomanga, B., Rakotonanahary, J., Rakotondrainibe, H., Rakotondratsimba, G., Rakotond*","Extension of existing AZE ""Sahamalaza - Radama Islands National Marine Park"" to also include two small polygons of Protected Area ""Sahamalaza""",3. draft polygon,AZE (2018),,03/17/16,,,"CR/EN, VU, migratory birds/congregations, other",41,65,Madagascar Rainforest,,Madagascar,Madagascar," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",596
14281,0,7026,Africa,Tanzania,TZA,South Pare Mountains,South Pare Mountains,TZ063,-4.2236027981,37.9053957385,confirmed,confirmed,confirmed,23113,whole,11,"IUCN SSC Amphibian Specialist Group,. 2012. Callulina shengena. The IUCN Red List of Threatened Species 2012: e.T193428A2236156. http://dx.doi.org/10.2305/IUCN.UK.2012-1.RLTS.T193428A2236156.en. Downloaded on 24 February 2017.; IUCN SSC Amphibian Specia*",Based on existing KBA boundaries,3. draft polygon,AZE (2018),,09/06/08,,11/21/18,"CR/EN, VU, endemic, other",38,61,Greater Serengeti,,Tanzania y Kenya,Serengeti-Mara,Others,231
14312,0,22510,Africa,Tanzania,TZA,Udzungwa Mountain Range,Udzungwa Mountain Range,,-8.0311227633,36.2066220437,,confirmed,confirmed,542102,whole,23,"Kennerley, R. 2016. Congosorex phillipsorum. The IUCN Red List of Threatened Species 2016: e.T136343A22290201. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T136343A22290201.en. Downloaded on 27 December 2016.; Howell, K. & Hutterer, R. 2008. Myosorex k*",Based on existing AZE (Udzungwa Mountains) with the additional forest fragment of Magombera (following its KBA boundaries),3. draft polygon,AZE (2018),,06/01/11,,03/23/11,"CR/EN, VU",40,63,Niyassa-Selous,,Tanzania y Mozambique,Niassa-Selous,"WCS in Niassa, Others in Selous",0
14327,0,29694,Africa,Uganda,UGA,Virunga National Park and Rutshuru catchment (Uganda),Virunga National Park and Rutshuru catchment (Uganda),,-1.2387708746,29.7606275501,,confirmed,confirmed,100191,little/none,4,"Cumberlidge, N. 2016. Potamonautes mutandensis. The IUCN Red List of Threatened Species 2016: e.T44533A84352582. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T44533A84352582.en. Downloaded on 23 February 2017.; De Grave, S. 2013. Caridina subventralis.*",Based on existing KBA,4. refined polygon,AZE (2018),,12/05/05,,11/21/18,"CR/EN, VU",0,1,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Greater Virunga,,372
14336,0,7034,Africa,Tanzania,TZA,West Usambara Mountains,West Usambara Mountains,TZ071,-4.7269885418,38.3016971934,confirmed,confirmed,confirmed,37561,most,13,"Eastern Arc Mountains & Coastal Forests CEPF Plant Assessment Project and Donaldson, J.S. 2010.┬áEncephalartos sclavoi. The IUCN Red List of Threatened Species 2010: e.T41924A10599377.┬áhttp://dx.doi.org/10.2305/IUCN.UK.2010-3.RLTS.T41924A10599377.en.┬áD",Extension of existing AZE to also include PA 'Baga I (Mzinga)',3. draft polygon,AZE (2018),,09/06/08,,06/09/08,"CR/EN, VU, endemic, other",38,61,Greater Serengeti,,Tanzania y Kenya,Serengeti-Mara,Others,13
14403,0,24673,Africa,Madagascar,MDG,NAP Bemanevika / Tsaratanana massif (south-west),Bemanevika NPA / Tsaratanana massif (south-west),,-14.3458501543,48.6066430581,,confirmed,confirmed,99221,some,2,"Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., King, T., Lewis, R., Louis, E.E., Markolf, M., Mass, V., M","Extension of existing AZE ""Bemanevika NPA / Tsaratanana massif (south-west)"" east and west to encompass the remainder of the distribution of Microcebus margotmarshae.",3. draft polygon,AZE (2018),,07/18/13,,,"CR/EN, VU",41,65,Madagascar Rainforest,,Madagascar,Madagascar," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",992
14465,0,6699,Africa,Mozambique,MOZ,Njesi plateau,Njesi plateau,MZ015,-12.5783257444,35.2022681235,confirmed,confirmed,confirmed,199627,little/none,0,http://datazone.birdlife.org/site/factsheet/6699,"Extended boundary provided by reviewer, replaces earlier draft boundary, based on the findings of a recent expedition",3. draft polygon,AZE (2018),,03/11/09,,11/21/18,"CR/EN, VU, endemic, other",40,63,Niyassa-Selous,,Tanzania y Mozambique,Niassa-Selous,"WCS in Niassa, Others in Selous",1996
14510,0,6069,Africa,"Congo, The Democratic Republic of the",COD,Kahuzi-Biega National Park,Kahuzi-Biega National Park,CD013,-2.132478685,28.0493843055,confirmed,confirmed,confirmed,673081,whole,3,Dieterlen. F. 2008. Dendromus kahuziensis. The IUCN Red List of Threatened Species 2008: e.T6439A12767863. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T6439A12767863.en. Downloaded on 27 December 2016.,No change from existing AZE,3. draft polygon,AZE (2018),,12/05/05,,,"CR/EN, VU, endemic, other",10,11,Oku-Kahuzi-Kabobo,Africa,DRC,Eastern DRC,,6731
14523,0,29354,Africa,Tanzania,TZA,Lake Chala and Lake Jipe catchments (Tanzania),Lake Chala and Lake Jipe catchments (Tanzania),,-3.3002399678,37.6839148708,,confirmed,confirmed,2039,little/none,0,"Cumberlidge, N. 2008. Potamonautes platycentron. The IUCN Red List of Threatened Species 2008: e.T44537A10916389. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T44537A10916389.en. Downloaded on 23 February 2017.",Originally a combination of two existing KBAs - Lake Chala and Lake Jipe catchments (Kenya) & Lake Chala and Lake Jipe catchments (Tanzania) to create one transboundary site.  Subsequently reduced to a single small area around the type locality.,4. refined polygon,AZE (2018),,04/15/11,,11/21/18,CR/EN,38,61,Greater Serengeti,,Tanzania y Kenya,Serengeti-Mara,Others,20
14524,0,29671,Africa,"Congo, The Democratic Republic of the",COD,Lake Kivu catchment (DRC),Lake Kivu catchment (DRC),,-2.0044768295,29.0389292481,,confirmed,confirmed,144611,little/none,0,"Cumberlidge, N. 2008. Potamonautes gonocristatus. The IUCN Red List of Threatened Species 2008: e.T44525A10913510. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T44525A10913510.en. Downloaded on 23 February 2017.; Cumberlidge, N. 2008. Potamonautes idjiwie",Combination of two existing KBAs - Lake Kivu catchment (DRC) & Lake Kivu catchment (Rwanda) to create one transboundary site,4. refined polygon,AZE (2018),,11/21/18,,11/21/18,CR/EN,0,1,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Greater Virunga,,422
14524,0,29671,Africa,"Congo, The Democratic Republic of the",COD,Lake Kivu catchment (DRC),Lake Kivu catchment (DRC),,-2.0044768295,29.0389292481,,confirmed,confirmed,144611,little/none,0,"Cumberlidge, N. 2008. Potamonautes gonocristatus. The IUCN Red List of Threatened Species 2008: e.T44525A10913510. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T44525A10913510.en. Downloaded on 23 February 2017.; Cumberlidge, N. 2008. Potamonautes idjiwie",Combination of two existing KBAs - Lake Kivu catchment (DRC) & Lake Kivu catchment (Rwanda) to create one transboundary site,4. refined polygon,AZE (2018),,11/21/18,,11/21/18,CR/EN,10,11,Oku-Kahuzi-Kabobo,Africa,DRC,Eastern DRC,,79
14526,0,6066,Africa,"Congo, The Democratic Republic of the",COD,Virunga National Park,Virunga National Park,CD010,-0.3117880742,29.4969732708,confirmed,confirmed,confirmed,607750,whole,3,"Kennerley, R. 2016. Dasymys montanus. The IUCN Red List of Threatened Species 2016: e.T6270A22436480. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T6270A22436480.en. Downloaded on 27 December 2016.; Kerbis Peterhans, J. 2008. Myosorex blarina. The IUCN","Extension of existing AZE ""Rwenzori National Park"" to include the neighbouring KBA ""Virunga National Park"" which also comprises part of the Rwenzori / Ruwenzori mountain range.",3. draft polygon,AZE (2018),,12/05/05,,11/21/18,"CR/EN, VU, endemic, other",0,1,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Greater Virunga,,4653
14529,0,29355,Africa,Kenya,KEN,Lake Chala and Lake Jipe catchments (Kenya),Lake Chala and Lake Jipe catchments (Kenya),,-3.3224960958,37.7075980986,,confirmed,confirmed,1000,little/none,0,"Cumberlidge, N. 2008. Potamonautes platycentron. The IUCN Red List of Threatened Species 2008: e.T44537A10916389. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T44537A10916389.en. Downloaded on 23 February 2017.",Originally a combination of two existing KBAs - Lake Chala and Lake Jipe catchments (Kenya) & Lake Chala and Lake Jipe catchments (Tanzania) to create one transboundary site.  Subsequently reduced to a single small area around the type locality.,4. refined polygon,AZE (2018),,04/15/11,,11/21/18,CR/EN,38,61,Greater Serengeti,,Tanzania y Kenya,Serengeti-Mara,Others,10
14530,0,29659,Africa,Rwanda,RWA,Lake Kivu catchment (Rwanda),Lake Kivu catchment (Rwanda),,-2.0404319345,29.1867283403,,confirmed,confirmed,96991,little/none,0,"Cumberlidge, N. 2008. Potamonautes gonocristatus. The IUCN Red List of Threatened Species 2008: e.T44525A10913510. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T44525A10913510.en. Downloaded on 23 February 2017.; Cumberlidge, N. 2008. Potamonautes idjiwie",Combination of two existing KBAs - Lake Kivu catchment (DRC) & Lake Kivu catchment (Rwanda) to create one transboundary site,4. refined polygon,AZE (2018),,11/21/18,,11/21/18,CR/EN,0,1,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Greater Virunga,,157
14530,0,29659,Africa,Rwanda,RWA,Lake Kivu catchment (Rwanda),Lake Kivu catchment (Rwanda),,-2.0404319345,29.1867283403,,confirmed,confirmed,96991,little/none,0,"Cumberlidge, N. 2008. Potamonautes gonocristatus. The IUCN Red List of Threatened Species 2008: e.T44525A10913510. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T44525A10913510.en. Downloaded on 23 February 2017.; Cumberlidge, N. 2008. Potamonautes idjiwie",Combination of two existing KBAs - Lake Kivu catchment (DRC) & Lake Kivu catchment (Rwanda) to create one transboundary site,4. refined polygon,AZE (2018),,11/21/18,,11/21/18,CR/EN,10,11,Oku-Kahuzi-Kabobo,Africa,DRC,Eastern DRC,,3
14535,0,7045,Africa,Uganda,UGA,Rwenzori Mountains National Park,Ruwenzori (Rwenzori) Mountains National Park,UG005,0.394430714,29.9739327437,confirmed,confirmed,confirmed,98963,whole,3,"Kennerley, R. 2016. Dasymys montanus. The IUCN Red List of Threatened Species 2016: e.T6270A22436480. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T6270A22436480.en. Downloaded on 27 December 2016.; Kerbis Peterhans, J. 2008. Myosorex blarina. The IUCN","Extension of existing AZE ""Rwenzori National Park"" to include the neighbouring KBA ""Virunga National Park"" which also comprises part of the Rwenzori / Ruwenzori mountain range.",3. draft polygon,AZE (2018),,12/05/05,,,"CR/EN, VU, endemic, other",0,1,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Greater Virunga,,781
14801,0,6125,Africa,Cameroon,CMR,Bakossi mountains,Bakossi mountains,CM022,4.9834313111,9.602268028,confirmed,confirmed,de-listed,75581,some,1,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,05/12/05,,03/11/19,"CR/EN, VU, endemic, other",5,6,Greater Cross River,Africa,"Cameroon, Nigeria",Cross River-Takamanda,,515
15002,0,46976,Africa,Tanzania,TZA,Masai Steppe,Masai Steppe,TZ080,-4.1101715631,36.9956047046,confirmed,,,177860,little/none,0,"IBA Directory. Baker, N and Baker, E. (2002) Important Bird Areas in Tanzania. Word Conservation Society of Tanzania, Tanzania.",Digitized from IBA Directory.,3. draft polygon,,,10/03/19,,,VU,38,61,Greater Serengeti,,Tanzania y Kenya,Serengeti-Mara,Others,1779
15003,0,29247,Africa,Tanzania,TZA,Yaida Chini,Yaida Chini,TZ079,-3.8954167904,35.0996873273,confirmed,,,43388,little/none,0,"IBA Directory. Baker, N and Baker, E. (2002) Important Bird Areas in Tanzania. Word Conservation Society of Tanzania, Tanzania.",Digitized from IBA Directory and relevant contour polylines,3. draft polygon,,,10/03/19,,,"endemic, migratory birds/congregations",38,61,Greater Serengeti,,Tanzania y Kenya,Serengeti-Mara,Others,356
15016,0,6071,Africa,"Congo, The Democratic Republic of the",COD,Mount Kabobo,Mount Kabobo,CD015,-4.8994890139,29.0040522299,confirmed,confirmed,,437591,little/none,0,CEPF EastAfro Mountane RIT,Boundary updated in October 2019 to version provided by Agyemang Opoku at time of reassessment,3. draft polygon,,,10/15/19,,,"CR/EN, VU, endemic, other",10,11,Oku-Kahuzi-Kabobo,Africa,DRC,Eastern DRC,,4376
15480,0,6534,Africa,Madagascar,MDG,R├®serve Sp├®ciale de Manongarivo et extension,Manongarivo Special Reserve and extension,MG013,-14.0693525519,48.390056005,confirmed,confirmed,confirmed,93556,whole,1,"Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., King, T., Lewis, R., Louis, E.E., Markolf, M., Mass, V., *",Based on existing KBA and extended to include other trigger species habitat,3. draft polygon,AZE (2018),,04/10/06,,11/21/18,"CR/EN, VU, endemic, other",41,65,Madagascar Rainforest,,Madagascar,Madagascar," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",936
15481,0,6571,Africa,Madagascar,MDG,Zone humide de Didy et Ivondro,Didy and Ivondro wetlands,MG050,-18.1465956582,48.5032680202,confirmed,,,40156,little/none,0,"IBA Directory. ANGAP, National Association for the Management of Protected Areas
BIRDLIFE, DGEF, Directorate General of Water and Forests. ZICOMA (1999). Les Zones d'importance pour la conservation des Oiseaux ├á Madagascar.","Digitised from IBA Directory, Satellite Imagery and additional land datasets.",3. draft polygon,IBA Process,,03/13/20,,,"CR/EN, VU, endemic, migratory birds/congregations, other",41,65,Madagascar Rainforest,,Madagascar,Madagascar," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",287
15487,0,6561,Africa,Madagascar,MDG,For├¬t Class├®e d'Anjanaharibe,Anjanaharibe Classified Forest,MG040,-15.2360346819,49.6911872239,confirmed,,,41572,whole,1,IBA Process (2001),Based on IBA layer provided,3. draft polygon,IBA Process (2001),,03/18/20,,,"CR/EN, VU, endemic, other",41,65,Madagascar Rainforest,,Madagascar,Madagascar," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",299
15488,0,6566,Africa,Madagascar,MDG,For├¬t Class├®e de Bezavona,Bezavona Classified Forest,MG045,-16.9291103727,48.9132932802,confirmed,,,52062,whole,1,IBA Process (2001),Based on IBA layer provided,3. draft polygon,IBA Process (2001),,03/18/20,,,"CR/EN, VU, endemic, other",41,65,Madagascar Rainforest,,Madagascar,Madagascar," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",29
15489,0,6565,Africa,Madagascar,MDG,For├¬t Class├®e de Bidia,Bidia Classified Forest,MG044,-16.8949504672,48.7149329761,confirmed,,,36139,whole,1,IBA Process (2001),Based on IBA layer provided,3. draft polygon,IBA Process (2001),,03/18/20,,,"endemic, other",41,65,Madagascar Rainforest,,Madagascar,Madagascar," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",182
