FID_Global,OBJECTID,SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,TRIGGERS,FID_WWW_ed,OBJECTID_1,NAME,at_risk,Map_number,COUNTRY_1,TYPE,CONTINENT,sq_km
13277,0,6122,Africa,Cameroon,CMR,Korup National Park,Korup National Park,CM019,5.2175101401,8.9646207827,confirmed,confirmed,,129115,whole,1,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB","CR/EN, VU, endemic, other",32,34,Takamanda,,,Nigeria,WCS areas of work,Africa,0
13315,0,6734,Africa,Nigeria,NGA,Obudu Plateau,Obudu Plateau,NG001,6.535665081,9.4708056764,confirmed,confirmed,,70743,little/none,0,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB","CR/EN, VU, endemic, other",31,33,Cross River,,,"Nigeria, Cameroon",WCS areas of work,Africa,4
13317,0,6738,Africa,Nigeria,NGA,Afi River Forest Reserve,Afi River Forest Reserve,NG005,6.3050627775,8.9432294496,confirmed,confirmed,,51975,most,2,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB","CR/EN, VU, endemic, other",31,33,Cross River,,,"Nigeria, Cameroon",WCS areas of work,Africa,477
13319,0,6740,Africa,Nigeria,NGA,Cross River National Park (Oban Division),Cross River National Park (Oban Division),NG007,5.4918989194,8.6266823719,confirmed,confirmed,,268952,whole,5,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB","CR/EN, VU, endemic, other",32,34,Takamanda,,,Nigeria,WCS areas of work,Africa,2363
13321,0,6743,Africa,Nigeria,NGA,Cross River National Park (Okwangwo Division) and Mbe Mountains,Cross River National Park (Okwangwo Division) and Mbe Mountains,NG010,6.3210498688,9.227701803,confirmed,confirmed,,95288,whole,4,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB","CR/EN, VU, endemic, other",31,33,Cross River,,,"Nigeria, Cameroon",WCS areas of work,Africa,891
14084,0,6538,Africa,Madagascar,MDG,Parc National de Masoala,Masoala National Park,MG017,-15.5127525573,50.1192981715,confirmed,confirmed,confirmed,207058,whole,2,"Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., King, T., Lewis, R., Louis, E.E., Markolf, M., Mass, V., *",Based on existing KBA,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",61,88,,,,Madagascar,,Africa,1627
14110,0,29692,Africa,Gabon,GAB,Mount Iboundji,Mount Iboundji,,-1.1507180015,11.7801999643,,confirmed,confirmed,972,little/none,0,Olivier Pauwels. 2006. Werneria iboundji. The IUCN Red List of Threatened Species 2006: e.T61761A12554976. http://dx.doi.org/10.2305/IUCN.UK.2006.RLTS.T61761A12554976.en. Downloaded on 24 February 2017.,No change from existing AZE,3. draft polygon,AZE (2018),CR/EN,47,62,Gabon,,,Gabon,Policy,Africa,10
14510,0,6069,Africa,"Congo, The Democratic Republic of the",COD,Kahuzi-Biega National Park,Kahuzi-Biega National Park,CD013,-2.132478685,28.0493843055,confirmed,confirmed,confirmed,673081,whole,3,Dieterlen. F. 2008. Dendromus kahuziensis. The IUCN Red List of Threatened Species 2008: e.T6439A12767863. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T6439A12767863.en. Downloaded on 27 December 2016.,No change from existing AZE,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",15,17,Kahuzi-Biega,,,DRC,WCS areas of work,Africa,6691
14510,0,6069,Africa,"Congo, The Democratic Republic of the",COD,Kahuzi-Biega National Park,Kahuzi-Biega National Park,CD013,-2.132478685,28.0493843055,confirmed,confirmed,confirmed,673081,whole,3,Dieterlen. F. 2008. Dendromus kahuziensis. The IUCN Red List of Threatened Species 2008: e.T6439A12767863. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T6439A12767863.en. Downloaded on 27 December 2016.,No change from existing AZE,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",17,19,Oku Reserve,,,DRC,WCS areas of work,Africa,0
15016,0,6071,Africa,"Congo, The Democratic Republic of the",COD,Mount Kabobo,Mount Kabobo,CD015,-4.8994890139,29.0040522299,confirmed,confirmed,,437591,little/none,0,CEPF EastAfro Mountane RIT,Boundary updated in October 2019 to version provided by Agyemang Opoku at time of reassessment,3. draft polygon,,"CR/EN, VU, endemic, other",19,21,Kabobo,,,DRC,WCS areas of work,Africa,4093
15487,0,6561,Africa,Madagascar,MDG,For├¬t Class├®e d'Anjanaharibe,Anjanaharibe Classified Forest,MG040,-15.2360346819,49.6911872239,confirmed,,,41572,whole,1,IBA Process (2001),Based on IBA layer provided,3. draft polygon,IBA Process (2001),"CR/EN, VU, endemic, other",61,88,,,,Madagascar,,Africa,299
15490,0,6562,Africa,Madagascar,MDG,For├¬t Class├®e de la Haute Rantabe,Upper Rantabe Classified Forest,MG041,-15.6671267532,49.3769347483,confirmed,,,33623,whole,1,IBA Process (2001),Based on IBA layer provided,3. draft polygon,IBA Process (2001),"CR/EN, VU, endemic, other",61,88,,,,Madagascar,,Africa,257
15502,0,22470,Africa,Madagascar,MDG,Parc Naturel de Makira,Makira Natural Park,,-15.252379744,49.471181886,,confirmed,confirmed,370532,most,3,"WCS, Protected area from the Ministry of Forestry, 2005. Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., K",Existing protected area boundary Parc Naturel de Makira KBA (CEPF 2014),3. draft polygon,CEPF Hotspot Profile / AZE (2018),"CR/EN, VU",61,88,,,,Madagascar,,Africa,2562
15529,0,6563,Africa,Madagascar,MDG,Parc National de Mananara-Nord,Mananara-North National Park,MG042,-16.4063957188,49.7443118226,confirmed,confirmed,confirmed,151861,whole,3,"Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., King, T., Lewis, R., Louis, E.E., Markolf, M., Mass, V., *",Based on existing KBA and expanded to include MAB boundary,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",61,88,,,,Madagascar,,Africa,477
15530,0,45348,Africa,Madagascar,MDG,Baie d'Antongil,Antongil Bay,,-15.9782893554,49.9366210821,,confirmed,,423009,little/none,16,"WCS, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,CEPF Hotspot Profile,"CR/EN, VU",61,88,,,,Madagascar,,Africa,108
15942,0,49163,Africa,Mozambique,MOZ,Reserva Especial do Niassa,Niassa Special Reserve,,-12.1427318618,37.2414425352,,confirmed,,4270759,whole,0,Wildlife Conservation Society  (WCS),"It was not necessary to draw new boundaries. The boundaries follow the new limits of Niassa Special Reserve incorporating the Buffer Zone, which include know localities of some of the trigger species.",3. draft polygon,Mozambique NCG,"CR/EN, VU, endemic",60,87,,,,Mozambique,,Africa,29218
1312,0,6083,Africa,Central African Republic,CAF,Dzanga-Ndoki National Park,Dzanga-Ndoki National Park,CF008,2.8810292594,16.2313532777,confirmed,,,457602,whole,4,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB","endemic, other",21,23,Ndoki-Likouala,,,Congo,WCS areas of work,Africa,0
1313,0,6084,Africa,Congo,COG,Nouabal├®-Ndoki National Park complex,Nouabal├®-Ndoki National Park complex,CG001,2.4909728218,16.6021010285,confirmed,,,420588,whole,2,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",other,21,23,Ndoki-Likouala,,,Congo,WCS areas of work,Africa,0
1445,0,6310,Africa,Gabon,GAB,L├®coni grasslands,L├®coni grasslands,GA007,-1.8051172319,14.2080317295,confirmed,,,229889,little/none,1,,,3. draft polygon,,other,47,62,Gabon,,,Gabon,Policy,Africa,0
4543,0,24252,Africa,Congo,COG,Ogoou├® Leketi  National Park,Ogoou├® Leketi  National Park,CG007,-2.3847275745,14.0969234077,confirmed,,,420552,whole,1,,,3. draft polygon,,other,47,62,Gabon,,,Gabon,Policy,Africa,0
1817,0,7047,Africa,Uganda,UGA,Queen Elizabeth National Park and Lake George,Queen Elizabeth National Park and Lake George,UG007,-0.1945486765,29.9842802997,confirmed,confirmed,,268238,whole,7,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB","CR/EN, VU, migratory birds/congregations, other",108,0,,,,,,Africa,0
4924,0,29369,Africa,Uganda,UGA,Kalinzu Forest Reserve,Kalinzu Forest Reserve,,-0.4080646903,30.0599745476,,confirmed,,14065,whole,1,"Latest GIS: Boundary supplied by Lamprey, R.H., et al. in 'A Wildlife Protected Area System Plan for Uganda' (1999) (March 2004) adjusted to match boundary on Albertine Rift Protected Areas Map Series (see doc link), accessed 09/03/2005.","UGA PAs, 2008.",3. draft polygon,,VU,108,0,,,,,,Africa,0
9311,0,22451,Africa,Madagascar,MDG,Parc National de Masoala - Parcelle II,Masoala National Park - Section II,,-15.5899559741,50.2897178378,,confirmed,,67736,little/none,0,"MNP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,CEPF Hotspot Profile,"CR/EN, VU, endemic",61,88,,,,Madagascar,,Africa,0
14084,0,6538,Africa,Madagascar,MDG,Parc National de Masoala,Masoala National Park,MG017,-15.5127525573,50.1192981715,confirmed,confirmed,confirmed,207058,whole,2,"Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., King, T., Lewis, R., Louis, E.E., Markolf, M., Mass, V., *",Based on existing KBA,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",61,88,,,,Madagascar,,Africa,0
9312,0,22505,Africa,Madagascar,MDG,Parc National de Masoala - Parcelle III,Masoala National Park - Section III,,-15.528431882,49.9379352009,,confirmed,,10743,little/none,0,"MNP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,CEPF Hotspot Profile,"CR/EN, VU, endemic",61,88,,,,Madagascar,,Africa,0
14084,0,6538,Africa,Madagascar,MDG,Parc National de Masoala,Masoala National Park,MG017,-15.5127525573,50.1192981715,confirmed,confirmed,confirmed,207058,whole,2,"Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., King, T., Lewis, R., Louis, E.E., Markolf, M., Mass, V., *",Based on existing KBA,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",61,88,,,,Madagascar,,Africa,0
14084,0,6538,Africa,Madagascar,MDG,Parc National de Masoala,Masoala National Park,MG017,-15.5127525573,50.1192981715,confirmed,confirmed,confirmed,207058,whole,2,"Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., King, T., Lewis, R., Louis, E.E., Markolf, M., Mass, V., *",Based on existing KBA,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",61,88,,,,Madagascar,,Africa,0
15502,0,22470,Africa,Madagascar,MDG,Parc Naturel de Makira,Makira Natural Park,,-15.252379744,49.471181886,,confirmed,confirmed,370532,most,3,"WCS, Protected area from the Ministry of Forestry, 2005. Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., K",Existing protected area boundary Parc Naturel de Makira KBA (CEPF 2014),3. draft polygon,CEPF Hotspot Profile / AZE (2018),"CR/EN, VU",61,88,,,,Madagascar,,Africa,0
14510,0,6069,Africa,"Congo, The Democratic Republic of the",COD,Kahuzi-Biega National Park,Kahuzi-Biega National Park,CD013,-2.132478685,28.0493843055,confirmed,confirmed,confirmed,673081,whole,3,Dieterlen. F. 2008. Dendromus kahuziensis. The IUCN Red List of Threatened Species 2008: e.T6439A12767863. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T6439A12767863.en. Downloaded on 27 December 2016.,No change from existing AZE,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",15,17,Kahuzi-Biega,,,DRC,WCS areas of work,Africa,40
14510,0,6069,Africa,"Congo, The Democratic Republic of the",COD,Kahuzi-Biega National Park,Kahuzi-Biega National Park,CD013,-2.132478685,28.0493843055,confirmed,confirmed,confirmed,673081,whole,3,Dieterlen. F. 2008. Dendromus kahuziensis. The IUCN Red List of Threatened Species 2008: e.T6439A12767863. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T6439A12767863.en. Downloaded on 27 December 2016.,No change from existing AZE,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",17,19,Oku Reserve,,,DRC,WCS areas of work,Africa,40
15487,0,6561,Africa,Madagascar,MDG,For├¬t Class├®e d'Anjanaharibe,Anjanaharibe Classified Forest,MG040,-15.2360346819,49.6911872239,confirmed,,,41572,whole,1,IBA Process (2001),Based on IBA layer provided,3. draft polygon,IBA Process (2001),"CR/EN, VU, endemic, other",61,88,,,,Madagascar,,Africa,117
15502,0,22470,Africa,Madagascar,MDG,Parc Naturel de Makira,Makira Natural Park,,-15.252379744,49.471181886,,confirmed,confirmed,370532,most,3,"WCS, Protected area from the Ministry of Forestry, 2005. Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., K",Existing protected area boundary Parc Naturel de Makira KBA (CEPF 2014),3. draft polygon,CEPF Hotspot Profile / AZE (2018),"CR/EN, VU",61,88,,,,Madagascar,,Africa,117
15490,0,6562,Africa,Madagascar,MDG,For├¬t Class├®e de la Haute Rantabe,Upper Rantabe Classified Forest,MG041,-15.6671267532,49.3769347483,confirmed,,,33623,whole,1,IBA Process (2001),Based on IBA layer provided,3. draft polygon,IBA Process (2001),"CR/EN, VU, endemic, other",61,88,,,,Madagascar,,Africa,79
15502,0,22470,Africa,Madagascar,MDG,Parc Naturel de Makira,Makira Natural Park,,-15.252379744,49.471181886,,confirmed,confirmed,370532,most,3,"WCS, Protected area from the Ministry of Forestry, 2005. Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., K",Existing protected area boundary Parc Naturel de Makira KBA (CEPF 2014),3. draft polygon,CEPF Hotspot Profile / AZE (2018),"CR/EN, VU",61,88,,,,Madagascar,,Africa,79
10142,0,20331,Oceania,Fiji,FJI,Rairaimatuku Highlands,Rairaimatuku Highlands,FJ08,-17.7973094483,178.018360805,confirmed,confirmed,,29131,little/none,3,Existing IBA boundary maintained following integration of CEPF Hotspot Profile,,3. draft polygon,"Jez Bird and the Marine Team, BirdLife International","CR/EN, VU, endemic",73,105,Vatu-i-Ra Seascape,,,Fiji,WCS areas of work,Oceania,291
10164,0,20332,Oceania,Fiji,FJI,Sovi Basin,Sovi Basin,FJ09,-17.9169063897,178.188067333,confirmed,confirmed,,34022,most,3,Polygon merge between CEPF site Sovi Basin Reserve and IBA site Sovi Basin,,3. draft polygon,"Jez Bird and the Marine Team, BirdLife International","CR/EN, VU, endemic",73,105,Vatu-i-Ra Seascape,,,Fiji,WCS areas of work,Oceania,340
10199,0,23728,Oceania,Fiji,FJI,Nakauvadra Range,Nakauvadra Range,,-17.4577320522,178.122912608,,confirmed,,7691,little/none,0,CEPF Hotspot Profile boundary adopted,,3. draft polygon,CEPF,"CR/EN, endemic",73,105,Vatu-i-Ra Seascape,,,Fiji,WCS areas of work,Oceania,77
10200,0,23729,Oceania,Fiji,FJI,Nakorotubu Forest,Nakorotubu Forest,,-17.5945242699,178.338329039,,confirmed,,13594,little/none,0,CEPF Hotspot Profile boundary adopted,,3. draft polygon,CEPF,"CR/EN, endemic",73,105,Vatu-i-Ra Seascape,,,Fiji,WCS areas of work,Oceania,136
10202,0,20330,Oceania,Fiji,FJI,Greater Tomaniivi,Greater Tomaniivi,FJ07,-17.6205531348,178.059534425,confirmed,confirmed,,18795,some,6,CEPF Hotspot Profile boundary adopted,,3. draft polygon,CEPF,"CR/EN, VU, endemic",73,105,Vatu-i-Ra Seascape,,,Fiji,WCS areas of work,Oceania,188
10205,0,23727,Oceania,Fiji,FJI,Naicobocobo Dry Forests,Naicobocobo Dry Forests,,-16.788783091,178.512307605,,confirmed,,1062,little/none,0,CEPF Hotspot Profile boundary adopted,,3. draft polygon,CEPF,"VU, endemic",73,105,Vatu-i-Ra Seascape,,,Fiji,WCS areas of work,Oceania,11
10206,0,23730,Oceania,Fiji,FJI,Nasigasiga,Nasigasiga,,-16.675899942,178.906645236,,confirmed,,1550,little/none,0,CEPF Hotspot Profile boundary adopted,,3. draft polygon,CEPF,"CR/EN, VU, endemic",73,105,Vatu-i-Ra Seascape,,,Fiji,WCS areas of work,Oceania,15
10207,0,23733,Oceania,Fiji,FJI,Ovalau Highlands,Ovalau Highlands,,-17.6885316356,178.783539737,,confirmed,,6057,little/none,0,CEPF Hotspot Profile boundary adopted,,3. draft polygon,CEPF,"CR/EN, VU, endemic",73,105,Vatu-i-Ra Seascape,,,Fiji,WCS areas of work,Oceania,59
