FID_Globa,"OBJECTID,N,10,0",SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,ADDEDBY,ADDEDDATE,CHANGEBY,CHANGEDATE,TRIGGERS,FID_strong,OBJECTID_1,SCAPENAME,PROGRAM,COUNTRY_1,Name,Region_1,WCS_SH,Reason,sq_km
15488,0,6566,Africa,Madagascar,MDG,For├¬t Class├®e de Bezavona,Bezavona Classified Forest,MG045,-16.9291103727,48.9132932802,confirmed,,,52062,whole,1,IBA Process (2001),Based on IBA layer provided,3. draft polygon,IBA Process (2001),,03/18/20,,,"CR/EN, VU, endemic, other",24,65,Madagascar Rainforest,,Madagascar,Madagascar,East Africa West Indian Ocean,1," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",29
15489,0,6565,Africa,Madagascar,MDG,For├¬t Class├®e de Bidia,Bidia Classified Forest,MG044,-16.8949504672,48.7149329761,confirmed,,,36139,whole,1,IBA Process (2001),Based on IBA layer provided,3. draft polygon,IBA Process (2001),,03/18/20,,,"endemic, other",24,65,Madagascar Rainforest,,Madagascar,Madagascar,East Africa West Indian Ocean,1," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",182
15490,0,6562,Africa,Madagascar,MDG,For├¬t Class├®e de la Haute Rantabe,Upper Rantabe Classified Forest,MG041,-15.6671267532,49.3769347483,confirmed,,,33623,whole,1,IBA Process (2001),Based on IBA layer provided,3. draft polygon,IBA Process (2001),,03/18/20,,,"CR/EN, VU, endemic, other",24,65,Madagascar Rainforest,,Madagascar,Madagascar,East Africa West Indian Ocean,1," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",257
15492,0,6572,Africa,Madagascar,MDG,For├¬t de Sihanaka,Sihanaka Forest,MG051,-18.2769081141,48.6551865688,confirmed,,,425227,little/none,0,IBA Process (2001),Based on IBA layer provided,3. draft polygon,IBA Process (2001),,03/19/20,,,"CR/EN, VU, endemic, other",24,65,Madagascar Rainforest,,Madagascar,Madagascar,East Africa West Indian Ocean,1," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",272
15494,0,6540,Africa,Madagascar,MDG,Zone humide d'Ankaizina,Ankaizina wetlands,MG019,-14.505009194,48.7170254875,confirmed,de-listed,,10561,little/none,0,Data supplied by IBA Process,Site extended to include relevant wetland habitats,3. draft polygon,IBA Process (2001) / CEPF Ecosystem Profile of the Madagascar and Indian Ocean Islands Hotspot (2014),,04/10/06,,,"CR/EN, endemic, other",24,65,Madagascar Rainforest,,Madagascar,Madagascar,East Africa West Indian Ocean,1," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",106
15502,0,22470,Africa,Madagascar,MDG,Parc Naturel de Makira,Makira Natural Park,,-15.252379744,49.471181886,,confirmed,confirmed,370532,most,3,"WCS, Protected area from the Ministry of Forestry, 2005. Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., K",Existing protected area boundary Parc Naturel de Makira KBA (CEPF 2014),3. draft polygon,CEPF Hotspot Profile / AZE (2018),,03/17/16,,,"CR/EN, VU",24,65,Madagascar Rainforest,,Madagascar,Madagascar,East Africa West Indian Ocean,1," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",3457
15529,0,6563,Africa,Madagascar,MDG,Parc National de Mananara-Nord,Mananara-North National Park,MG042,-16.4063957188,49.7443118226,confirmed,confirmed,confirmed,151861,whole,3,"Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., King, T., Lewis, R., Louis, E.E., Markolf, M., Mass, V., *",Based on existing KBA and expanded to include MAB boundary,3. draft polygon,AZE (2018),,03/17/16,,05/07/20,"CR/EN, VU, endemic, other",24,65,Madagascar Rainforest,,Madagascar,Madagascar,East Africa West Indian Ocean,1," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",1332
15530,0,45348,Africa,Madagascar,MDG,Baie d'Antongil,Antongil Bay,,-15.9782893554,49.9366210821,,confirmed,,423009,little/none,16,"WCS, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,CEPF Hotspot Profile,,03/17/16,,05/07/20,"CR/EN, VU",24,65,Madagascar Rainforest,,Madagascar,Madagascar,East Africa West Indian Ocean,1," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",3912
15863,0,22483,Africa,Madagascar,MDG,R├®serve Sp├®ciale de Nosy Mangabe,Nosy Mangabe Special Reserve,,-15.4958252468,49.7684425603,,confirmed,,606,whole,1,"MNP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,CEPF Hotspot Profile,,03/17/16,,02/16/21,"CR/EN, VU, endemic",24,65,Madagascar Rainforest,,Madagascar,Madagascar,East Africa West Indian Ocean,1," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",6
15942,0,49163,Africa,Mozambique,MOZ,Reserva Especial do Niassa,Niassa Special Reserve,,-12.1427318618,37.2414425352,,confirmed,,4270759,whole,0,Wildlife Conservation Society  (WCS),"It was not necessary to draw new boundaries. The boundaries follow the new limits of Niassa Special Reserve incorporating the Buffer Zone, which include know localities of some of the trigger species.",3. draft polygon,Mozambique NCG,,03/12/21,,,"CR/EN, VU, endemic",23,63,Niyassa-Selous,,Tanzania y Mozambique,Niassa-Selous,East Africa West Indian Ocean,1,"WCS in Niassa, Others in Selous",42391
15948,0,49170,Africa,Mozambique,MOZ,Taratibu,Taratibu,,-12.8221505761,39.6860754317,,confirmed,confirmed,2500,whole,0,Wildlife Conservation Society  (WCS),"The boundaries have been delineated to encompass the extent of suitable habitat for the trigger species. Disturbed areas, particularly those with agriculture activity and human settlement, have been excluded. With the exception of a small stretch of the",3. draft polygon,Mozambique NCG,,03/12/21,,,"CR/EN, endemic",23,63,Niyassa-Selous,,Tanzania y Mozambique,Niassa-Selous,East Africa West Indian Ocean,1,"WCS in Niassa, Others in Selous",25
1312,0,6083,Africa,Central African Republic,CAF,Dzanga-Ndoki National Park,Dzanga-Ndoki National Park,CF008,2.8810292594,16.2313532777,confirmed,,,457602,whole,4,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,05/12/05,,,"endemic, other",6,13,West Central Africa Rainforest,Africa,Multiple,Guineo-Congolian inland forests,Central Africa,1,,0
1313,0,6084,Africa,Congo,COG,Nouabal├®-Ndoki National Park complex,Nouabal├®-Ndoki National Park complex,CG001,2.4909728218,16.6021010285,confirmed,,,420588,whole,2,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,05/12/05,,,other,6,13,West Central Africa Rainforest,Africa,Multiple,Guineo-Congolian inland forests,Central Africa,1,,0
1314,0,6085,Africa,Congo,COG,Odzala National Park complex,Odzala National Park complex,CG002,0.9751394693,14.9227833918,confirmed,,,1355692,whole,3,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,05/12/05,,,other,6,13,West Central Africa Rainforest,Africa,Multiple,Guineo-Congolian inland forests,Central Africa,1,,0
4542,0,24251,Africa,Congo,COG,Ntokou Pikounda  Reserve,Ntokou Pikounda  Reserve,CG009,0.8850659173,15.9781802779,confirmed,,,1790720,whole,3,,,3. draft polygon,,,10/09/09,,,other,6,13,West Central Africa Rainforest,Africa,Multiple,Guineo-Congolian inland forests,Central Africa,1,,0
1317,0,6088,Africa,Congo,COG,Lower Kouilou basin,Lower Kouilou basin,CG005,-4.3374947095,11.8342637958,confirmed,,,180649,some,2,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,05/12/05,,,"VU, endemic, other",2,4,West Central Africa Rainforest,Africa,Congo,Conkouati,Central Africa,1,,317
1317,0,6088,Africa,Congo,COG,Lower Kouilou basin,Lower Kouilou basin,CG005,-4.3374947095,11.8342637958,confirmed,,,180649,some,2,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,05/12/05,,,"VU, endemic, other",4,10,West Central Africa Rainforest,Africa,Multiple,Atlantic Coast,Central Africa,1,,317
1318,0,6089,Africa,Congo,COG,Conkouati National Park,Conkouati National Park,CG006,-3.871383992,11.5019018182,confirmed,,,313420,whole,2,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,05/12/05,,,"migratory birds/congregations, other",2,4,West Central Africa Rainforest,Africa,Congo,Conkouati,Central Africa,1,,3099
1318,0,6089,Africa,Congo,COG,Conkouati National Park,Conkouati National Park,CG006,-3.871383992,11.5019018182,confirmed,,,313420,whole,2,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,05/12/05,,,"migratory birds/congregations, other",4,10,West Central Africa Rainforest,Africa,Multiple,Atlantic Coast,Central Africa,1,,3099
1445,0,6310,Africa,Gabon,GAB,L├®coni grasslands,L├®coni grasslands,GA007,-1.8051172319,14.2080317295,confirmed,,,229889,little/none,1,,,3. draft polygon,,,08/07/08,,,other,6,13,West Central Africa Rainforest,Africa,Multiple,Guineo-Congolian inland forests,Central Africa,1,,18
4543,0,24252,Africa,Congo,COG,Ogoou├® Leketi  National Park,Ogoou├® Leketi  National Park,CG007,-2.3847275745,14.0969234077,confirmed,,,420552,whole,1,,,3. draft polygon,,,10/09/09,,,other,6,13,West Central Africa Rainforest,Africa,Multiple,Guineo-Congolian inland forests,Central Africa,1,,18
1645,0,6774,Africa,Rwanda,RWA,Volcans National Park,Volcans National Park,RW002,-1.4793156081,29.5188096157,confirmed,confirmed,,15907,whole,2,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,12/05/05,,,"CR/EN, VU, endemic, other",0,1,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Greater Virunga,Central Africa,1,,0
14327,0,29694,Africa,Uganda,UGA,Virunga National Park and Rutshuru catchment (Uganda),Virunga National Park and Rutshuru catchment (Uganda),,-1.2387708746,29.7606275501,,confirmed,confirmed,100191,little/none,4,"Cumberlidge, N. 2016. Potamonautes mutandensis. The IUCN Red List of Threatened Species 2016: e.T44533A84352582. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T44533A84352582.en. Downloaded on 23 February 2017.; De Grave, S. 2013. Caridina subventralis.*",Based on existing KBA,4. refined polygon,AZE (2018),,12/05/05,,11/21/18,"CR/EN, VU",0,1,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Greater Virunga,Central Africa,1,,0
1750,0,6965,Africa,Tanzania,TZA,Katavi National Park,Katavi National Park,TZ002,-6.9030248145,31.2838014199,confirmed,confirmed,,402610,whole,1,"BirdLife International, SitMapGlobal: 18/02/08",,3. draft polygon,,,06/09/08,,06/09/08,"migratory birds/congregations, other",22,62,Greater Ruaha Katavi,,Tanzania,Ruaha-Katavi,East Africa West Indian Ocean,1,,1
4948,0,29947,Africa,Tanzania,TZA,Greater Mahale,Greater Mahale,,-6.1578751162,30.2836266121,,confirmed,,873171,some,4,"BirdLife International, SitMapGlobal: 18/02/08",,3. draft polygon,,,09/06/08,,05/20/11,"CR/EN, VU, endemic",22,62,Greater Ruaha Katavi,,Tanzania,Ruaha-Katavi,East Africa West Indian Ocean,1,,1
1764,0,6981,Africa,Tanzania,TZA,Selous Game Reserve,Selous Game Reserve,TZ018,-8.7844160924,37.5269306725,confirmed,confirmed,,4327600,whole,8,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,,,06/09/08,,06/09/08,"CR/EN, VU, endemic, migratory birds/congregations, other",23,63,Niyassa-Selous,,Tanzania y Mozambique,Niassa-Selous,East Africa West Indian Ocean,1,"WCS in Niassa, Others in Selous",0
1771,0,6988,Africa,Tanzania,TZA,Kilombero Valley,Kilombero Valley,TZ025,-8.7012800977,36.0490429471,confirmed,confirmed,,477820,whole,3,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,,,06/09/08,,06/09/08,"CR/EN, VU, endemic, migratory birds/congregations, other",23,63,Niyassa-Selous,,Tanzania y Mozambique,Niassa-Selous,East Africa West Indian Ocean,1,"WCS in Niassa, Others in Selous",0
1793,0,7011,Africa,Tanzania,TZA,Rufiji District Coastal Forests,Rufiji District Coastal Forests,TZ048,-8.005418219,38.8368359162,confirmed,confirmed,,13266,whole,4,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",Site also contains an additional point location,3. draft polygon,,,06/09/08,,06/09/08,"CR/EN, VU, other",23,63,Niyassa-Selous,,Tanzania y Mozambique,Niassa-Selous,East Africa West Indian Ocean,1,"WCS in Niassa, Others in Selous",37
5131,0,31458,Africa,Tanzania,TZA,Mtanza,Mtanza,,-7.8169767272,38.4007094203,,confirmed,,4028,whole,1,Created as part of the original CEPF Hotspot Profile work for the East African Coastal Forests,Added to the database from boundaries on file in March 2013 as part of the IBAT funded KBA project,3. draft polygon,CI / CEPF,,03/18/13,,,"CR/EN, VU",23,63,Niyassa-Selous,,Tanzania y Mozambique,Niassa-Selous,East Africa West Indian Ocean,1,"WCS in Niassa, Others in Selous",37
1816,0,7046,Africa,Uganda,UGA,Kibale National Park,Kibale National Park,UG006,0.4223948044,30.3726523112,confirmed,confirmed,,79627,whole,3,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,12/05/05,,,"CR/EN, VU, endemic, other",0,1,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Greater Virunga,Central Africa,1,,0
1817,0,7047,Africa,Uganda,UGA,Queen Elizabeth National Park and Lake George,Queen Elizabeth National Park and Lake George,UG007,-0.1945486765,29.9842802997,confirmed,confirmed,,268238,whole,7,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,12/05/05,,,"CR/EN, VU, migratory birds/congregations, other",0,1,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Greater Virunga,Central Africa,1,,0
1817,0,7047,Africa,Uganda,UGA,Queen Elizabeth National Park and Lake George,Queen Elizabeth National Park and Lake George,UG007,-0.1945486765,29.9842802997,confirmed,confirmed,,268238,whole,7,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,12/05/05,,,"CR/EN, VU, migratory birds/congregations, other",0,1,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Greater Virunga,Central Africa,1,,0
1818,0,7048,Africa,Uganda,UGA,Kyambura Wildlife Reserve,Kyambura Wildlife Reserve,UG008,-0.1227273342,30.1589142741,confirmed,confirmed,,15498,whole,3,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,12/05/05,,,"CR/EN, VU, migratory birds/congregations, other",0,1,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Greater Virunga,Central Africa,1,,0
1817,0,7047,Africa,Uganda,UGA,Queen Elizabeth National Park and Lake George,Queen Elizabeth National Park and Lake George,UG007,-0.1945486765,29.9842802997,confirmed,confirmed,,268238,whole,7,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",,12/05/05,,,"CR/EN, VU, migratory birds/congregations, other",0,1,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Greater Virunga,Central Africa,1,,0
4924,0,29369,Africa,Uganda,UGA,Kalinzu Forest Reserve,Kalinzu Forest Reserve,,-0.4080646903,30.0599745476,,confirmed,,14065,whole,1,"Latest GIS: Boundary supplied by Lamprey, R.H., et al. in 'A Wildlife Protected Area System Plan for Uganda' (1999) (March 2004) adjusted to match boundary on Albertine Rift Protected Areas Map Series (see doc link), accessed 09/03/2005.","UGA PAs, 2008.",3. draft polygon,,,05/26/11,,,VU,0,1,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Greater Virunga,Central Africa,1,,0
4231,0,22394,Africa,Tanzania,TZA,Magombera Forest Reserve,Magombera Forest Reserve,,-7.8739816315,36.9134415988,,confirmed,,698,most,2,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,,,06/09/08,,06/09/08,"CR/EN, VU",23,63,Niyassa-Selous,,Tanzania y Mozambique,Niassa-Selous,East Africa West Indian Ocean,1,"WCS in Niassa, Others in Selous",7
14312,0,22510,Africa,Tanzania,TZA,Udzungwa Mountain Range,Udzungwa Mountain Range,,-8.0311227633,36.2066220437,,confirmed,confirmed,542102,whole,23,"Kennerley, R. 2016. Congosorex phillipsorum. The IUCN Red List of Threatened Species 2016: e.T136343A22290201. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T136343A22290201.en. Downloaded on 27 December 2016.; Howell, K. & Hutterer, R. 2008. Myosorex k*",Based on existing AZE (Udzungwa Mountains) with the additional forest fragment of Magombera (following its KBA boundaries),3. draft polygon,AZE (2018),,06/01/11,,03/23/11,"CR/EN, VU",23,63,Niyassa-Selous,,Tanzania y Mozambique,Niassa-Selous,East Africa West Indian Ocean,1,"WCS in Niassa, Others in Selous",7
9144,0,6533,Africa,Madagascar,MDG,Zone humide de la Baie d'Ampasindava,Ampasindava Bay wetlands,MG012,-13.7720195266,48.0441443323,confirmed,superseded,,162415,little/none,1,"Data extracted from BirdLife International SitMapGlobal, 05/06/2008",,3. draft polygon,,,06/05/08,,,"CR/EN, endemic, other",24,65,Madagascar Rainforest,,Madagascar,Madagascar,East Africa West Indian Ocean,1," We work in Makira, Masoala is an expansion site. Others work in rest of stronghold.",9
